Title,Company,Location,Salary,Summary,Job URL
Data Scientist,University of North Texas,"Austin, TX",N/A,N/A,https://www.indeed.com/rc/clk?jk=51c2baec58087eb5&bb=br-PLNfMYUnWvcYyjxBKV0jnVJBLJ7MY_zlIxxabDkAab9sEvgMwtRTkEqUWInsggqt-4hIdjhYhtSH86w7ViMCE8glj1hKnvxNDeWqdRo_bSsoDHwdVzSGHBFj75cNe&xkcb=SoBa67M30H6vLTx7ih0ObzkdCdPP&fccid=596e2755a4086c9c&vjs=3
Commercial Data Scientist,Alexander Group,"New York, NY 10022",N/A,N/A,https://www.indeed.com/rc/clk?jk=8278722c067a32dd&bb=br-PLNfMYUnWvcYyjxBKV7fjiCyDnbyILhDhb3YrvMJbk0n7RPB468Wvne790oJYfKukGvByx-bhmEtczAqnBhiX8k68EI4OGOw0cjzCDTtMKOnOFI-_4_0DVxrSjvCq&xkcb=SoDH67M30H6vLTx7ih0NbzkdCdPP&fccid=ec9c6dbd7b406fee&vjs=3
Data Scientist 2,Dexcom,Remote,N/A,N/A,https://www.indeed.com/rc/clk?jk=d0c880dda82f5662&bb=br-PLNfMYUnWvcYyjxBKVxG7TwG25S4eLiMdypn6k2AY4H2etvryaSKf96tbZ4SrAJvYu5jVWQbqb8aZbWxgcsj9eWZ7nYoKCbjJ_jz1Z3yQsQSXOFSBJomdDTLGrBmq&xkcb=SoBz67M30H6vLTx7ih0MbzkdCdPP&fccid=57e4f1a84f2d849b&vjs=3
Web Data Scientist II,Uber,"San Francisco, CA",N/A,N/A,https://www.indeed.com/rc/clk?jk=df66b16fee3d4c14&bb=br-PLNfMYUnWvcYyjxBKV0t_nkjBq0KtuP5O43HDQJQIbFJ2-TbY-ldDQks8sbgQEmlhdcPHaupoojIVMn6lBiMlYnhMx5dSjiouqHcQ2auAztlF74tM20lV1RZ8oadg&xkcb=SoCa67M30H6vLTx7ih0DbzkdCdPP&fccid=f766f8bfbc3effb7&vjs=3
"Data Scientist, Workforce Analytics",Universal Orlando Resort,"Orlando, FL",N/A,N/A,https://www.indeed.com/rc/clk?jk=31721a861328e1ba&bb=br-PLNfMYUnWvcYyjxBKV-5h40JnjN4WV4du-0t5w8LMqNbFQBDCGPRccU8Ck8nrDitSWs2Yifx-nHksIt5WbD8-WbsAAFHExKPTx83TS9ruSNdheb8vX60DOzEkRjdh&xkcb=SoAu67M30H6vLTx7ih0CbzkdCdPP&fccid=8a2e5e25a9623039&vjs=3
Data Scientist,The Walt Disney Studios,"Burbank, CA",N/A,N/A,https://www.indeed.com/rc/clk?jk=3f46bcc49b68e2fd&bb=br-PLNfMYUnWvcYyjxBKVyi1DyyB41u0lM-O2nNSbRvnSHjyJLNMsCghBYt-HTTpEzRAwDCdFdE5CwcE6P7HL4FsrFoCnsSshGWGpKLXk-Gr7VDYGVGtk5gwQeOhmr36&xkcb=SoCz67M30H6vLTx7ih0BbzkdCdPP&fccid=779381286967ed9f&vjs=3
Senior Data Scientist (Insights),WHOOP,"Boston, MA",N/A,N/A,https://www.indeed.com/rc/clk?jk=5ede5930f911fcf8&bb=br-PLNfMYUnWvcYyjxBKV-vAq_YsG4b0Sx8erSkhqftUu8YUMGBuojInCRjd0XaoSHICKtfajQOndjUlh6YkqkSib0um7lFRjsJ3rHT3JU3NmzLCX7kz06lRH_2YaH-T&xkcb=SoAH67M30H6vLTx7ih0AbzkdCdPP&fccid=49b9be14e6facb4e&vjs=3
Data Scientist,Integral Ad Science,"Hybrid work in New York, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=3cc69680ce0bf8d7&bb=br-PLNfMYUnWvcYyjxBKVyzULvZVJQ0CS8aV55_VTgAOd6WOF8BNeBNKe8r1sHbbLUuQQjPlkWcMJFSf5AnZj7VtmX20LxbjrCxgbNlVc1uLXOxy5k5zjun7Id1j1kFY&xkcb=SoCJ67M30H6vLTx7ih0HbzkdCdPP&fccid=1dc32badf02d6835&vjs=3
Data Scientist,Warner Music Group,"Hybrid work in New York, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=0392004e07df930d&bb=br-PLNfMYUnWvcYyjxBKVwTnj2_jyFcT-eF54gsPndWdvcBUMZqHCaDYWFhLCYhsHdQ30qXjzfanTDRk_U7ZJqT1PedpphU33veLh-tJ8-cJQCH9KgwutSNLyKhuUrK0&xkcb=SoA967M30H6vLTx7ih0GbzkdCdPP&fccid=5c9de1aedf73e3b6&vjs=3
"Data Scientist, Health Informatics",Jukebox Health,Remote,N/A,N/A,https://www.indeed.com/rc/clk?jk=56fc58a7bd75539d&bb=br-PLNfMYUnWvcYyjxBKV4o-ARvesNZ5U5TtK94X3-OkRKr6m94RQL1buwWqDYwhG9ubtJaeSYpPIz0GN-Be9G8LieIR_-DBeIYnS1WUPFG8y1qhDQXFvx2JB6jCp2CG&xkcb=SoCg67M30H6vLTx7ih0FbzkdCdPP&fccid=c8393f327ba6222b&vjs=3
Data Scientist - Clinical Analytics,CVS Health,"Hybrid work in New York, NY 10013",N/A,N/A,https://www.indeed.com/rc/clk?jk=130e0a56b003706e&bb=drXwiwE3S7WweBVz3tlN36TbT1JRHPelg96i0Wnyja2epdptHlZl_GNLOMAHc2NuOG1haUHYnWi14_tuH5dzMLYgk0AkvLOmha3DE0PIQHYYch0LJqoyYg%3D%3D&xkcb=SoB367M30H6-dBwGaJ0LbzkdCdPP&fccid=be3b11aa573faee7&vjs=3
Data Scientist,CVS Health,"Remote in Albany, NY 12207",N/A,N/A,https://www.indeed.com/rc/clk?jk=1fffa1594f4c947a&bb=drXwiwE3S7WweBVz3tlN3z3KDZR8S4FonuZXEhSYuIQTraCsLfX_M63KD-mOhUZlCM-9XTw9yQ_uY2cHjFc8TITNJ6J7n6fwuQVCnOyeu0pOCr8pR5kcJA%3D%3D&xkcb=SoDD67M30H6-dBwGaJ0KbzkdCdPP&fccid=be3b11aa573faee7&vjs=3
Data Scientist,Colgate-Palmolive,"Hybrid work in New York, NY 10022",N/A,N/A,https://www.indeed.com/rc/clk?jk=6b290fa7e9676c46&bb=drXwiwE3S7WweBVz3tlN3-gKedP4qji7gbhxFm61mGj4CD2RJBOP0qRtPpRLYo7xBW-gyuHl8M9s3C2KQ5TGhbaIF4Mg8zgwsUbKrbrOhkPFBthb9mgNnA%3D%3D&xkcb=SoBe67M30H6-dBwGaJ0JbzkdCdPP&fccid=d9162e48c444e6e3&vjs=3
Data Scientist,Career Vest,"New York, NY 10001",N/A,N/A,https://www.indeed.com/rc/clk?jk=523b3c2497035e53&bb=drXwiwE3S7WweBVz3tlN3znsIyZpfS583Qk1d8WWWHC0U7JAMwbH3gc94fqpL1LrnW4B8UDreigxltjiTrknLyuhWMlm-cQZV5U-xc4Wme3XNwLED2iXB2So217NIPIJ&xkcb=SoDq67M30H6-dBwGaJ0IbzkdCdPP&fccid=e6262d8ed102d7fd&cmp=Career-Vest&ti=Data+Scientist&vjs=3
"Data Scientist I, Medical Cost Analytics",Oscar Health,"Remote in New York, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=ca02cae1720d5a80&bb=drXwiwE3S7WweBVz3tlN3_lRWyRV2dgZJIA4sCR2k4lpV3QkbIrwjzAZjETxuIV1ITR5ho8Gqu6uo8uYK9TxfnQTOnksVHLF1i4VZix-7IzLS58fZ5Z0EOAgvj7tcgiW&xkcb=SoBk67M30H6-dBwGaJ0PbzkdCdPP&fccid=402a1c36c3f1508f&vjs=3
Data Scientist,Warner Music Group,"Hybrid work in New York, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=0392004e07df930d&bb=drXwiwE3S7WweBVz3tlN3yYTHG_JBuugF82wZVA32yI8njfYKgf-DHM09cvnGp_Pbl-xESMNmFPdZFaUqddxsJ6-7ZKy-U-IWPhJs0_JeoB2NkhwPRI87r33v0_iKoke&xkcb=SoDQ67M30H6-dBwGaJ0ObzkdCdPP&fccid=5c9de1aedf73e3b6&vjs=3
Data Scientist 1,PayPal,"Hybrid work in New York, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=1fdde01ef0639da5&bb=drXwiwE3S7WweBVz3tlN3znsIyZpfS58ljMR0AdL_55dJ-w--DfrGshr33-9EZ582WsFVFP2aWdJZrDwyCK4SO4tEVNI9iZ2ykvunBqYIMF1t9we13Mc8w%3D%3D&xkcb=SoBN67M30H6-dBwGaJ0NbzkdCdPP&fccid=978d9fd9799d55a8&vjs=3
IT Data Scientist (Contract to Hire),Attix,New York State,N/A,N/A,https://www.indeed.com/rc/clk?jk=2b608f5d35bc62ff&bb=drXwiwE3S7WweBVz3tlN3-lW85Rt4iBqJqzPyPEHFcXoBx7VmQJ4MYo0PzxDVzug2j3MKw_G7UBC0Aelm-xc-NCiXUEBNly9W4VEhWRCjyiozViBhfvW7hnzMemHNUZgsGKnR9B47nA%3D&xkcb=SoD567M30H6-dBwGaJ0MbzkdCdPP&fccid=96334aff702a561c&vjs=3
Data Scientist,Queens District Attorney's Office,"Kew Gardens, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=179e2eecb4cb63eb&bb=drXwiwE3S7WweBVz3tlN35dqc3SlLel_ww_pmEXedb3v_SIzmzP14_Lxx5ENjrynCiUf1LywWzZEBRfIaQme4UXEPtCFkw-SbzEDx60aWPPoLUMpe1npTuHBAH6hS8M3&xkcb=SoAQ67M30H6-dBwGaJ0DbzkdCdPP&fccid=2cbaae216304279f&vjs=3
"Data Scientist, Product Analytics",Meta,"New York, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=da51b97776e0fbed&bb=drXwiwE3S7WweBVz3tlN37BuhV4LWOlXdf2c8ubu_mgDiLqWiT1xUwfH7XlUTcjS4KgtjEK01xLZT8rebwc4vOjkhPt0M7gv1p0LcgoTU0_9gyhdIp4poA%3D%3D&xkcb=SoCk67M30H6-dBwGaJ0CbzkdCdPP&fccid=ba07516c418dda52&vjs=3
"Data Scientist, Call Intelligence",CVS Health,"Hybrid work in New York, NY 10013",N/A,N/A,https://www.indeed.com/rc/clk?jk=f115546c49c57a60&bb=drXwiwE3S7WweBVz3tlN3_Y7eBfz_iJjy4R0mXBr11nuwkO_d7MpSCV8bGnpuhG4rf8DIdiSs8rY4wZRZIDoplwAaXBMl4cVRGMwTkM8-10FTksKY6ijng%3D%3D&xkcb=SoA567M30H6-dBwGaJ0BbzkdCdPP&fccid=be3b11aa573faee7&vjs=3
Data Scientist I,University of Rochester,"Rochester, NY 14642",N/A,N/A,https://www.indeed.com/rc/clk?jk=1b7c0d66cdbb89e0&bb=drXwiwE3S7WweBVz3tlN35Ii1S7wBmZw9MKBnieb4SP50WBGxhQAt742F2FyLZJj0_WYxUICEH-wiOOrysoJ-e5t7HpqITzGaRxQYsbYudKjhUb1GCOSRQGqn9x2iOO5&xkcb=SoCN67M30H6-dBwGaJ0AbzkdCdPP&fccid=92278e592a11e3a5&vjs=3
Data Scientist,Nexa,"Hybrid work in New York, NY 10128",N/A,N/A,https://www.indeed.com/rc/clk?jk=61d6285d9af2a490&bb=drXwiwE3S7WweBVz3tlN32YUUnvFjD7W7gVzhQz439OKcVEsv6GxpM8t9TgwBAk8ZqTowFAeSPX-0Xw3B90oZuS0RqoJqFJtHbnlMfCYqrFryb3PyNXn-6IIMsOS-6Vz&xkcb=SoAD67M30H6-dBwGaJ0HbzkdCdPP&fccid=a11979cc5a687151&cmp=TutorTies&ti=Data+Scientist&vjs=3
Data Scientist,Integral Ad Science,"Hybrid work in New York, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=3cc69680ce0bf8d7&bb=drXwiwE3S7WweBVz3tlN3wc54IEC4qXLw5XcSHdon5_fhK7im8DSU96jTNB0hk7TQI82H5qVP8RnjmCk8gxG91fdz6BliWvvVOurnjwyfxhQ0vIoaIu6Fis48efh6nSU&xkcb=SoC367M30H6-dBwGaJ0GbzkdCdPP&fccid=1dc32badf02d6835&vjs=3
Data Scientist,DEPT OF ENVIRONMENT PROTECTION,"Kingston, NY 12401",N/A,N/A,https://www.indeed.com/rc/clk?jk=8c6f2bac6412fccf&bb=drXwiwE3S7WweBVz3tlN36SsW2xiRJYciJKa4E66kRqJfhU3-qhJpqRGCjr7xRy9yW9X_JbxFKy3okjTOcAlOAdlWb-7caljXjRwsUyTRt3kJxXfsakwbGkjS3vlAjid&xkcb=SoAq67M30H6-dBwGaJ0FbzkdCdPP&fccid=7d7b563c6a3a9653&vjs=3
Data Scientist,DEPT OF ENVIRONMENT PROTECTION,"Kingston, NY 12401",N/A,N/A,https://www.indeed.com/rc/clk?jk=8c6f2bac6412fccf&bb=0zK_x74VYO-Qh6PdUF_28kGp9bqJkqHvYbWATy45GjQrcaWXXTQdeptAxRXbsnG58nh_SmchDlU45C5hGXKCoVQeOTTjejVHS357zIt_Kj3dxG7yB_t8qhHNNJOOi_bB&xkcb=SoCp67M30H67Rm0Rix0LbzkdCdPP&fccid=7d7b563c6a3a9653&vjs=3
CPU AI Workloads and Performance Architect,Google,"Poughkeepsie, NY",N/A,N/A,https://www.indeed.com/rc/clk?jk=d42457bd870ad53b&bb=0zK_x74VYO-Qh6PdUF_28sVGc4VCENVSYEZFAXoq-RrR5K65rn3t6WWjwMr5LXQ2zgVHxGGkjsOFWfOD2ezyYv6YDTxZgr63Nwidu3KfnPreBlPxjGPPhA%3D%3D&xkcb=SoAd67M30H67Rm0Rix0KbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
FBI Special Agent: Data Science & Intelligence Expertise,Federal Bureau of Investigation,United States,N/A,N/A,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5o2Oz3HqsSm2luAX6nIBL6zkznp9GLNwT6U20ynRgySuxkNALEzP-JLgS8JtleDdCQB1LTUoF7iVZ9l7chumaoMNmf9IlgSH2ZpXOSrmB01Q36G61Dt7S0ZVlF3f83XMJU1TWD4_7YicsdVRMbWMSGSPTmed6JQShAmO0VDrtPczdHM6GpP4iplaCeY8mpZEMNkePE2Ve47WAXaa5OWw5-CrdGH3pjIiHQNu1XlhJQQiY83-LesgewIPoYCOst8NGFrWzXoqb8SlxTjZo2-IX8PUdx-2tPPKj7G8j1r3Ksx9i1qoT5IgxFT2zNxfFKlkA5lCwp6nmDpwu38KUHO2TtyswL5UFhdlx3xQEJ57b49KanXGpbE-NGQIekrw9yuT_JLzUPuSKOpMipPF9DZ6QodjWMA1wSqiGjViUDAsNlRfdnmzMukfwRJLLVsthly2CS7ULNHw3RQwQwtxcfLWBookZo4n4I11b_gmuOjxCwb0zmG-FyfOR-QXu3fU-DorhiJjikWoFolVIz9sNwHh3wj_hwDmr0xhiN0RsMw9q-2J4saW3cCNLmZQe98301UoSBXKGmQj-y598t-f4oOv74B05I7cI-IMn_T3UMeTAfGsj9ofS-1CgSHYhOrEGZhNIISlNFzlcKK2m8p_jo-G2fWifZz1KYKBZZSmGuQyK9J_bWW957SpEtAI0kxyYhd2jV1MyPTW3ppqxkRj0tilldl1GS1nymqg80UVaiM0L-bmPpKapOp9zShNaMmvBIDpHRoJIV6GDwxvve7uwDUQvI3CDFZ7s0-eLZe2qU8Q4ENO_Cie5W4nZkngdcJ7wRH7KY5exQx_pjqA6GEmVWZ0wAQbo4YXBHlWo_-p0fXxIZFqL8Xt8xNMcMrnJDrIbjTER-ZnBuL9Zq_2Nz1bzeMi0eU19IxpB4uxT0v4zawPzh0_lN9WFjRi6E05tSZ9Z9uvj39Ib4PsWUfjC64YAtcZi0L8ao12PakSsvyaXAfpIsJr9jJVQNxTi4ZiG5QbdNXM=&xkcb=SoB06_M30H67Rm0Rix0JbzkdCdPP&camk=ethIe0s0hedfxg40E1NzRQ==&p=2&fvj=0&vjs=3
FBI Special Agent: Advanced Data & Intelligence Expertise,Federal Bureau of Investigation,United States,N/A,N/A,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5o2Oz3HqsSm2luAX6nIBL6zkznp9GLNwT6U20ynRgySuxkNALEzP-WGpVK6orB5lsxuFLc8MvbD0I0maq-0KmRdLsfUYpYnmMu0XNc1YLwLZjcsIiBKN0IimIKI2qFFrmePo6B6kKjI8lDzSAYvGhL-T2otzj4Avt_Pfbr365DjfEZrZtvGhRd_jc_MUx-KiHnSUowCMeDAS-PFbCrP7-0Zxb57IlxYc3W-W3Urg9VGLK8hgRRpjzxfXQI_30GO9pGNeQMMQADaUHCd6srG3OhpwmW1h8hpM_ciunfil-DXmNlglRW3IRf1SnNnCqv0eOaImU_TM32tDBWgTRuVM3fr_DTmdI5_laOWn2AbXXnBE1jXnJwxqEoC__Qicg5C8-220TemQXliknxK2myXuCK6qtexemGJ9cmmXhE0dkDssuUMqWkj0LXhSKj1g07LqqALt_FrPA8aXgOWoFdp3-uHiwLYk9bv9vGX4-cU-RUalhry-6Bzdpew84Jerhzn1Ias_n6nSKZS4NnG0e5AL8VJJaJCoX-vDKQ4eHJloDrqwAApjG-Mwc8cYHibSb3tQRf51_BCrS9zu2ux2v2apCKBR7d9mVjNVQVsKlOfxPxSvwYsnBD7G6A0w58iTKLTPrqypqzlGZpY6gA-fmA8tdQp2BV_4uu0PJDHiHLn22Zuj3opyyGahTaQfbDizWQ06pIwqJbM844NYtjztN9N5EHjqip3V04T7MIjQMD0Co3CBClWkhs8KeYEgvGjBHLYTCqqHkXp5PZQL27uoORNt8_m3CzJNZjDSJ3IZ5dJIhYXJZxg5F88-N37ZK-e2YEpf_6o-AkQMDqyaNHVZPrfXBjsfqbNizVy6FhmmCLTj4TOP20a0pOjle2lA7YtNTnqZSk78iT1NpyBLn8R-Wg99Q69cisWdaQf7IDpIAC5KrbTznPcj_np7uzFihrxlVFxxc4YAStR94vM-TYWrDP3Mt-xsJ1ft9RkDPtfyHZuhCvL9eYjnrG_gRFPUT3wY3HDA=&xkcb=SoDA6_M30H67Rm0Rix0IbzkdCdPP&camk=ethIe0s0heeDG7eeoMGiTw==&p=3&fvj=0&vjs=3
Staff Data Scientist,"Perfect Path, LLC, d/b/a Trajector Services",Remote,N/A,N/A,https://www.indeed.com/rc/clk?jk=0e71b85e2b916516&bb=rNZU4S5BFzehuthINwLTbAqtMSCpCeATMOVSEif8RzuMm-baN0HJ0f41pzOwgZxLru0v3cNlgbG0lx2bpkPOXHJUp2UG6s7di1UoiD-NJcx_la8cAgUaWYOXZMYEdGiWvQ9sEM25FIU%3D&xkcb=SoB-67M30H658YwrJp0LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Customer Data Scientist,Statsig,"Bellevue, WA",N/A,N/A,https://www.indeed.com/rc/clk?jk=a80ad2a74b8d2cd7&bb=rNZU4S5BFzehuthINwLTbCVzmKmTEzM6b_N7_StSbimq8RLNvqfNG_uI-A2oJa0i_eaLyVz2MZ3KeL3vHrmZzIlxqdsCoD2zsEtKNjxJzZm0FxLX3mYzso6B31ev9vyg&xkcb=SoDK67M30H658YwrJp0KbzkdCdPP&fccid=c93d6b4f7f589922&vjs=3
